ID,gender,age,annual_income (*1000$),spending_score (1-100),family_size,family_annual_income,spent_by_categories(1-10),state,job_title
506,Female,72,59,9,6,93,6,Louisiana,Business Broker
507,Male,64,41,72,2,172,8,North Carolina,Health Educator
508,Female,55,48,48,6,133,4,Florida,Electrician
509,Female,47,128,12,6,134,6,Minnesota,Lecturer
510,Male,28,50,15,2,151,2,New Mexico,Operator
511,Female,51,66,94,2,121,7,Texas,Business Broker
512,Female,66,46,18,3,185,8,Massachusetts,Auditor
513,Female,62,72,3,4,153,5,North Carolina,Staffing Consultant
516,Male,28,85,29,6,144,2,Texas,Chef Manager
517,Male,64,59,81,6,55,8,Michigan,Software Engineer
518,Female,65,127,54,5,96,7,Minnesota,Clerk
519,Female,45,40,42,3,84,4,South Carolina,Executive Director
520,Male,70,89,54,3,62,6,California,Front Desk Coordinator
521,Female,49,66,37,3,72,3,Ohio,Production Painter
522,Female,18,103,68,5,130,7,Mississippi,Mobile Developer
523,Female,20,115,75,2,180,2,New York,Healthcare Specialist
524,Female,51,108,16,5,67,2,South Dakota,Web Developer
525,Female,42,43,14,6,118,2,Florida,Treasurer
526,Male,67,94,65,5,188,7,Michigan,Baker
527,Female,67,100,94,6,106,3,Michigan,Pharmacist
528,Male,18,94,35,5,81,9,South Carolina,Paramedic
529,Male,38,91,52,3,170,9,California,Ambulatory Nurse
530,Male,53,63,83,3,78,7,California,Healthcare Specialist
531,Female,53,110,17,3,98,2,Virginia,Bellman
532,Male,78,97,80,4,130,2,California,Insurance Broker
533,Female,27,50,38,3,167,7,Texas,Laboratory Technician
534,Male,72,76,35,3,77,6,Indiana,Associate Professor
535,Female,58,41,78,5,110,9,Florida,Design Engineer
536,Female,52,67,24,2,57,4,Illinois,Banker
537,Female,44,48,53,2,67,6,Texas,Cook
538,Female,66,120,79,3,159,2,Pennsylvania,Global Logistics Supervisor
539,Male,32,73,42,4,175,5,Kansas,Cash Manager
540,Female,27,80,74,3,81,5,New York,Global Logistics Supervisor
541,Male,55,123,93,5,75,7,New York,Auditor
542,Male,21,96,14,4,98,1,New Jersey,Pharmacist
544,Female,54,92,18,6,89,4,Indiana,Insurance Broker
545,Male,18,61,2,3,143,5,Pennsylvania,Doctor
546,Male,69,78,52,6,118,6,South Dakota,Ambulatory Nurse
547,Female,51,128,72,2,95,5,Florida,Web Developer
548,Male,54,123,69,6,124,1,North Carolina,Auditor
549,Male,77,119,53,6,107,2,Oregon,Retail Trainee
551,Female,20,48,89,6,128,9,Kentucky,Clerk
552,Female,56,108,42,4,173,7,Indiana,Systems Administrator
553,Male,43,58,70,5,98,6,Oregon,Investment  Advisor
555,Male,42,80,71,2,189,9,Texas,Cash Manager
556,Male,55,103,31,6,153,8,New York,Cash Manager
557,Male,70,78,23,6,163,6,Nevada,Electrician
558,Male,62,113,37,2,153,9,New York,Software Engineer
559,Female,77,106,64,3,167,8,New Jersey,Food Technologist
560,Male,42,96,91,4,140,9,Virginia,Bookkeeper
561,Male,78,122,86,4,81,8,Delaware,Designer
562,Female,36,105,61,2,189,1,Louisiana,Service Supervisor
563,Male,74,121,61,6,138,1,Alabama,Inspector
564,Male,60,103,37,3,114,1,Nebraska,Fabricator
565,Male,49,83,82,3,60,7,North Carolina,Systems Administrator
566,Female,27,71,60,3,112,1,Arizona,Loan Officer
567,Female,75,70,64,3,61,6,Pennsylvania,Baker
568,Male,32,96,66,2,109,4,Oregon,Ambulatory Nurse
569,Male,22,42,50,6,132,3,California,Dentist
570,Female,65,122,22,2,65,2,Nebraska,Staffing Consultant
571,Female,36,94,7,4,88,5,New Jersey,Cook
572,Male,18,118,94,6,54,8,Florida,Executive Director
573,Female,48,61,50,3,71,4,New York,Software Engineer
574,Female,53,86,21,4,137,5,Texas,Bellman
575,Female,56,88,16,6,97,9,Hawaii,Investment  Advisor
576,Male,35,48,68,4,183,1,California,Assistant Buyer
578,Male,70,113,93,5,66,9,Missouri,Assistant Buyer
579,Male,42,49,60,5,182,5,Nebraska,Systems Administrator
580,Female,39,63,63,6,180,6,Oregon,Cook
581,Female,32,73,86,4,103,5,California,Food Technologist
582,Male,74,72,65,2,119,9,Illinois,Machine Operator
583,Male,57,117,2,5,76,6,California,Designer
584,Female,72,90,28,2,186,1,Virginia,Restaurant Manager
585,Female,34,114,44,4,140,9,West Virginia,Mobile Developer
586,Female,29,65,78,4,74,4,Illinois,Fabricator
587,Male,37,128,18,6,66,4,Missouri,Staffing Consultant
588,Female,61,58,30,3,144,8,New York,Webmaster
589,Female,75,93,82,6,91,6,Maryland,Operator
590,Male,55,44,80,5,67,3,Colorado,Biologist
591,Male,70,46,36,6,86,9,Texas,Clerk
592,Female,77,119,2,2,170,7,Missouri,Front Desk Coordinator
593,Male,52,60,44,4,168,6,Illinois,Assistant Buyer
594,Male,27,109,9,6,99,8,Washington,Bellman
595,Male,52,52,6,5,135,7,California,Global Logistics Supervisor
596,Male,28,62,9,6,150,6,Colorado,Treasurer
597,Male,51,62,41,4,74,2,Louisiana,Designer
598,Male,46,44,74,3,181,4,Utah,Bookkeeper
599,Male,49,96,91,5,73,9,New Jersey,Retail Trainee
600,Male,27,75,2,6,156,3,Texas,Call Center Representative
601,Male,75,121,93,5,176,1,New York,Paramedic
602,Male,40,118,80,6,65,9,Delaware,Electrician
603,Female,47,91,6,2,169,1,California,Stockbroker
604,Male,56,89,24,4,75,6,South Dakota,Investment  Advisor
605,Male,39,113,25,6,102,3,Idaho,Laboratory Technician
606,Male,77,42,35,3,178,4,Florida,CNC Operator
607,Male,16,100,39,3,146,8,Tennessee,Cash Manager
608,Male,31,41,79,3,175,7,Delaware,Investment  Advisor
609,Female,46,126,91,5,146,6,Utah,Food Technologist
610,Female,64,101,37,2,58,7,New York,CNC Operator
611,Male,58,61,37,3,134,9,Virginia,Restaurant Manager
612,Female,16,91,30,3,101,1,Kentucky,Systems Administrator
613,Female,54,95,62,6,149,5,South Dakota,Stockbroker
614,Male,32,69,13,2,174,2,Idaho,Clerk
616,Male,76,94,34,6,181,1,Tennessee,Staffing Consultant
617,Male,29,74,93,2,187,6,Florida,Doctor
618,Female,45,50,73,6,164,6,North Carolina,Investment  Advisor
619,Female,26,91,18,2,86,6,Texas,Fabricator
620,Male,52,43,84,6,129,8,North Dakota,Staffing Consultant
621,Male,60,50,64,4,126,8,Florida,Cook
622,Female,18,69,37,2,173,6,Washington,Stockbroker
623,Male,56,65,6,4,132,4,Arizona,Systems Administrator
624,Male,47,83,81,6,165,1,Nevada,Assistant Buyer
625,Male,64,81,91,5,164,2,South Carolina,Global Logistics Supervisor
626,Female,57,57,55,2,122,4,Missouri,Laboratory Technician
627,Male,48,40,25,3,174,5,New York,Audiologist
628,Male,60,85,20,4,131,2,New Hampshire,Healthcare Specialist
629,Female,58,86,66,3,89,3,Hawaii,Systems Administrator
630,Male,72,110,75,4,180,7,Washington,Assistant Buyer
631,Female,61,59,39,3,83,2,Connecticut,Laboratory Technician
632,Male,17,114,36,4,121,9,New Hampshire,Loan Officer
633,Female,53,101,3,6,187,9,Kentucky,Global Logistics Supervisor
634,Male,74,97,36,4,140,4,Minnesota,Staffing Consultant
635,Male,29,111,30,2,110,1,New York,Associate Professor
636,Female,38,63,69,3,147,1,Washington,Cook
637,Female,39,62,57,5,110,4,New Mexico,Banker
638,Male,70,118,79,6,109,8,Illinois,Inspector
639,Male,47,81,75,4,121,6,Hawaii,Laboratory Technician
640,Female,27,91,25,5,158,9,Utah,Executive Director
641,Male,54,80,33,6,63,5,Florida,Auditor
642,Female,55,61,7,3,163,9,New York,Bellman
643,Female,43,65,17,3,177,3,West Virginia,Project Manager
644,Male,53,101,29,4,95,1,California,Loan Officer
646,Male,44,52,55,6,138,3,Texas,Dentist
647,Female,70,75,81,3,95,9,Ohio,Electrician
648,Female,63,87,50,2,138,4,Connecticut,Accountant
649,Male,62,98,6,2,57,4,Minnesota,IT Support Staff
650,Female,61,41,92,5,74,7,New York,Loan Officer
651,Male,74,116,90,2,71,8,Colorado,Physician
652,Male,31,127,76,6,62,2,New Hampshire,Executive Director
653,Female,66,83,84,6,60,7,Texas,Operator
654,Female,31,44,74,2,62,8,South Carolina,Service Supervisor
655,Male,63,95,23,4,159,7,Arizona,Bellman
656,Male,39,80,58,5,89,4,Ohio,Food Technologist
657,Female,35,111,52,3,185,2,Kansas,Production Painter
658,Female,45,82,63,2,73,2,Arizona,Accountant
659,Male,41,88,23,6,122,7,New York,Fabricator
660,Female,73,104,69,4,168,9,California,Auditor
661,Male,50,96,13,4,121,8,Mississippi,Audiologist
662,Female,24,96,77,6,58,7,Idaho,Lecturer
664,Male,20,70,68,4,157,7,Indiana,Stockbroker
666,Female,39,82,8,4,187,5,Massachusetts,Loan Officer
667,Male,22,101,11,3,55,7,Hawaii,Investment  Advisor
668,Female,35,105,13,2,83,6,New Hampshire,Paramedic
669,Female,67,117,56,3,169,6,Iowa,Cashier
670,Male,67,83,65,5,125,3,Hawaii,Chef Manager
671,Female,37,97,80,3,162,6,New Hampshire,HR Coordinator
672,Male,24,41,21,2,181,3,Missouri,HR Coordinator
673,Male,46,95,66,5,117,8,North Dakota,Chef Manager
674,Male,58,125,9,6,144,2,Texas,Front Desk Coordinator
675,Female,29,71,11,2,69,7,Iowa,Mobile Developer
677,Female,51,123,24,3,147,2,North Carolina,Healthcare Specialist
678,Female,29,106,45,2,83,1,New York,Webmaster
679,Male,47,84,63,3,164,6,Hawaii,Global Logistics Supervisor
680,Female,29,126,57,4,142,3,Minnesota,HR Coordinator
682,Male,27,77,37,2,121,1,Arizona,Auditor
683,Male,31,58,57,4,127,3,California,Dentist
684,Male,76,94,94,5,186,5,New Mexico,Electrician
685,Male,20,44,58,4,159,7,Idaho,Clerk
686,Male,16,57,46,4,148,5,New York,Budget Analyst
687,Female,30,81,30,2,82,6,New Mexico,Software Engineer
688,Female,53,91,60,6,186,2,Tennessee,Business Broker
689,Female,58,89,16,6,180,7,California,Mobile Developer
690,Male,20,120,21,4,78,6,Louisiana,Audiologist
691,Female,36,121,50,6,54,4,Texas,Webmaster
692,Female,71,65,78,5,71,6,Delaware,Ambulatory Nurse
693,Female,42,120,61,4,183,7,New Hampshire,Web Developer
694,Male,39,52,78,4,115,7,Oregon,Cash Manager
695,Male,23,95,7,4,131,7,North Dakota,Mobile Developer
696,Male,32,72,20,5,163,4,Arizona,Banker
697,Male,18,74,68,2,77,7,New York,Cashier
699,Female,54,113,83,3,71,9,North Carolina,Project Manager
700,Male,47,45,34,4,117,7,Nevada,Food Technologist
701,Male,32,107,32,6,177,2,Nevada,Physician
702,Male,52,44,87,5,150,2,Georgia,IT Support Staff
703,Male,60,77,58,2,172,5,New Jersey,Auditor
704,Male,70,115,83,2,183,8,New York,Banker
705,Male,19,82,60,5,116,4,Kansas,Call Center Representative
706,Male,27,77,5,2,76,8,California,Designer
708,Male,61,91,11,2,73,2,Mississippi,Loan Officer
710,Male,59,64,83,6,106,1,Arizona,HR Coordinator
711,Male,27,72,83,6,125,6,Delaware,Bellman
712,Male,78,56,46,4,62,5,Massachusetts,Associate Professor
713,Male,75,74,80,5,75,4,South Carolina,Designer
714,Male,75,122,39,6,92,9,New York,Project Manager
715,Male,21,107,83,6,72,5,Nebraska,Healthcare Specialist
717,Male,70,50,39,6,56,1,Mississippi,Cook
718,Female,36,121,74,3,142,2,Georgia,Paramedic
719,Male,53,76,29,5,188,9,Texas,Biologist
720,Male,40,122,21,3,55,9,Pennsylvania,Project Manager
721,Male,57,63,92,5,132,2,Virginia,Associate Professor
722,Male,29,98,73,2,122,4,Florida,Executive Director
723,Female,64,53,32,5,156,4,New Jersey,Chef Manager
724,Male,67,81,88,4,56,3,Florida,Lecturer
725,Female,58,40,47,4,95,7,California,Steward
726,Male,19,98,20,6,94,5,Massachusetts,Doctor
727,Female,48,112,85,3,160,7,Texas,Front Desk Coordinator
728,Male,76,61,52,2,113,7,New Jersey,Insurance Broker
729,Male,31,92,56,5,145,2,Iowa,Steward
730,Female,37,58,59,6,91,8,New York,Business Broker
731,Female,77,110,93,5,140,8,Minnesota,Designer
732,Male,64,53,73,6,180,9,Utah,Restaurant Manager
733,Male,44,96,26,4,171,7,Colorado,Lecturer
734,Female,50,90,92,6,62,5,West Virginia,Inspector
735,Male,17,45,67,4,163,2,Florida,Assistant Buyer
737,Male,24,85,39,6,61,2,Washington,Loan Officer
738,Female,34,59,5,6,136,4,Massachusetts,Bookkeeper
739,Female,31,124,54,3,181,5,New York,Stockbroker
740,Female,74,50,19,2,156,5,New Jersey,Auditor
741,Female,74,87,83,4,63,4,Ohio,Lecturer
742,Female,39,105,70,2,145,2,Ohio,Project Manager
743,Male,16,73,20,2,128,2,North Dakota,Service Supervisor
745,Female,51,90,27,6,104,2,Indiana,Fabricator
746,Male,49,97,4,6,137,5,Delaware,Systems Administrator
747,Male,35,44,51,4,75,4,Illinois,Call Center Representative
748,Female,24,123,71,3,185,4,Missouri,Cashier
749,Female,60,122,34,4,133,9,Texas,Physician
750,Female,38,61,4,3,85,5,Oregon,Paramedic
751,Female,66,109,85,4,111,6,Nevada,Machine Operator
753,Male,37,120,16,6,138,8,New York,Health Educator
754,Male,40,58,54,5,129,9,Connecticut,Stockbroker
755,Male,19,61,53,3,172,3,New York,Chef Manager
757,Female,60,82,62,4,163,2,Florida,Audiologist
758,Female,39,122,92,6,69,1,Pennsylvania,Paramedic
759,Male,58,79,31,3,159,4,Utah,HR Specialist
760,Female,35,45,88,4,90,6,West Virginia,Laboratory Technician
761,Male,69,104,34,5,118,8,Connecticut,Retail Trainee
762,Male,50,105,77,4,175,3,Kansas,Audiologist
763,Male,75,78,48,3,52,3,North Carolina,Staffing Consultant
764,Female,43,55,37,3,115,9,Missouri,Budget Analyst
765,Female,38,129,56,3,67,6,Iowa,Design Engineer
766,Female,39,51,46,2,158,4,Utah,Inspector
767,Male,67,86,61,6,82,3,Pennsylvania,Chef Manager
768,Male,23,94,67,5,61,9,Alabama,Doctor
769,Male,76,95,84,4,78,3,Kentucky,Accountant
770,Male,62,49,74,4,75,8,Pennsylvania,Global Logistics Supervisor
771,Male,30,118,22,5,178,7,Florida,Stockbroker
772,Female,48,129,65,3,86,2,Colorado,Laboratory Technician
774,Male,53,46,16,4,78,1,New York,Associate Professor
775,Male,65,120,32,6,128,7,Florida,Audiologist
776,Male,26,55,8,2,76,2,California,Designer
777,Female,72,62,32,5,82,4,Nebraska,Web Developer
778,Female,64,73,50,3,75,7,South Dakota,Food Technologist
779,Female,47,74,87,4,64,4,Oregon,Pharmacist
780,Female,78,56,77,5,127,5,Idaho,Lecturer
781,Female,73,61,27,2,82,7,New Jersey,Paramedic
782,Female,49,43,65,6,112,5,New Hampshire,Operator
783,Female,38,108,82,2,75,5,Texas,Paramedic
784,Male,24,42,40,3,129,3,Minnesota,Stockbroker
785,Female,59,51,12,6,112,9,Michigan,Service Supervisor
786,Male,24,103,89,5,163,2,New York,Business Broker
787,Male,27,112,20,3,98,5,South Dakota,Front Desk Coordinator
788,Female,38,86,54,3,73,2,Colorado,Bellman
789,Female,78,104,62,5,125,4,Minnesota,Electrician
791,Female,30,53,44,2,149,6,California,Production Painter
792,Female,46,71,35,5,147,5,New York,Production Painter
793,Female,36,129,77,6,106,4,Colorado,CNC Operator
794,Male,29,111,51,5,56,8,Arizona,Call Center Representative
795,Female,32,84,10,6,180,4,Colorado,Doctor
796,Female,60,68,11,4,143,3,New Hampshire,Staffing Consultant
797,Female,74,51,41,3,108,7,Florida,Production Painter
798,Female,27,84,67,5,142,8,New York,Auditor
799,Male,58,75,8,4,131,8,New Jersey,Inspector
800,Male,42,109,3,4,53,1,California,Treasurer
802,Male,37,79,42,5,147,5,Missouri,Loan Officer
803,Female,78,119,50,6,116,4,New York,Web Developer
804,Male,60,43,39,5,103,6,Nebraska,Dentist
805,Male,29,70,4,3,116,9,Pennsylvania,Baker
806,Female,78,50,8,6,88,7,New York,Insurance Broker
807,Female,59,78,51,3,73,3,Oregon,Software Engineer
809,Male,19,45,34,3,132,5,Texas,IT Support Staff
810,Male,24,42,51,6,148,7,Nebraska,Electrician
811,Male,73,100,10,5,168,9,Utah,Insurance Broker
812,Male,69,54,38,2,59,6,Missouri,Investment  Advisor
813,Female,30,91,12,5,179,6,New York,Pharmacist
814,Male,64,51,23,2,135,4,Texas,Clerk
815,Male,36,58,79,6,164,9,New Jersey,Webmaster
816,Male,57,89,86,4,188,3,Idaho,Staffing Consultant
817,Male,45,50,13,2,173,7,Ohio,Investment  Advisor
818,Male,52,85,79,2,91,9,Texas,Associate Professor
819,Female,72,128,22,4,178,2,Arizona,Systems Administrator
820,Female,66,83,67,2,73,2,Minnesota,Systems Administrator
821,Male,76,75,9,2,126,2,Kentucky,Insurance Broker
822,Male,51,65,67,6,101,5,Hawaii,Production Painter
823,Female,42,51,10,2,173,1,Mississippi,Electrician
824,Female,70,126,23,5,56,5,New York,Steward
825,Female,45,82,59,2,153,5,Mississippi,Operator
826,Male,31,82,62,3,150,8,Delaware,Inspector
827,Male,35,40,73,2,71,6,North Dakota,Project Manager
828,Female,53,114,61,3,81,9,Michigan,Inspector
829,Female,32,127,82,3,172,4,Texas,Loan Officer
830,Male,25,122,78,4,117,4,Kentucky,Budget Analyst
831,Male,41,107,1,6,62,4,Alabama,Cashier
832,Female,31,70,54,6,80,4,Kansas,IT Support Staff
833,Male,33,50,10,4,151,7,Texas,Laboratory Technician
834,Female,27,128,89,3,52,5,Ohio,Banker
835,Male,47,129,77,2,189,8,Pennsylvania,CNC Operator
836,Male,29,61,36,3,171,3,South Dakota,Health Educator
837,Male,40,104,42,3,134,3,Indiana,Accountant
838,Male,40,59,20,5,92,3,Pennsylvania,Banker
840,Male,69,87,69,6,64,7,Michigan,Webmaster
842,Female,71,103,76,3,64,4,Nevada,Executive Director
843,Female,57,102,88,2,170,8,Georgia,Baker
844,Male,62,114,36,6,133,3,Hawaii,Doctor
845,Female,68,123,74,6,173,2,Texas,Physician
846,Female,69,116,77,6,63,6,Missouri,Project Manager
847,Male,42,101,5,4,167,1,Pennsylvania,Banker
848,Female,41,100,66,2,169,7,Hawaii,Laboratory Technician
849,Female,21,40,58,6,146,8,Connecticut,Webmaster
850,Male,26,119,45,2,83,2,Alabama,Baker
851,Female,65,111,75,6,99,2,California,Insurance Broker
852,Female,60,128,79,2,165,4,California,Designer
853,Male,16,113,15,5,140,5,Utah,Production Painter
854,Female,69,87,15,3,184,3,Arizona,Electrician
855,Male,61,60,48,4,85,2,Oregon,IT Support Staff
856,Male,19,100,62,2,165,9,Colorado,Dentist
857,Male,75,86,90,3,122,2,Nebraska,Physician
858,Female,22,73,63,3,85,7,Delaware,Machine Operator
859,Female,45,106,34,6,143,2,Nevada,Fabricator
860,Female,55,52,36,5,130,2,Texas,Retail Trainee
861,Female,38,89,39,5,157,6,Connecticut,Audiologist
862,Male,55,122,57,6,102,2,Kansas,Food Technologist
863,Female,31,100,89,2,176,9,Connecticut,CNC Operator
864,Female,43,46,77,3,65,9,Pennsylvania,Biologist
865,Male,23,78,36,4,104,7,Texas,Cook
866,Male,78,65,54,4,169,6,Tennessee,Front Desk Coordinator
867,Female,54,41,77,5,140,5,Missouri,Doctor
868,Female,69,87,77,5,84,8,Texas,Physician
869,Male,36,83,61,3,61,2,Michigan,Investment  Advisor
870,Male,32,128,77,3,108,1,Colorado,Electrician
871,Female,54,69,72,6,125,4,New York,Inspector
872,Male,37,49,66,5,123,1,Indiana,Budget Analyst
873,Female,75,115,66,3,82,8,Kentucky,Physician
874,Female,25,96,63,5,132,9,Texas,Systems Administrator
875,Female,53,91,88,4,63,1,Iowa,Web Developer
876,Male,55,43,4,3,179,7,South Dakota,Audiologist
878,Male,37,94,78,6,180,4,Nevada,Doctor
879,Male,52,87,61,6,128,1,West Virginia,Baker
880,Female,34,64,16,2,181,6,Nebraska,Systems Administrator
881,Male,54,70,14,3,185,9,Arizona,Project Manager
882,Female,69,76,19,4,64,2,Illinois,Paramedic
883,Male,22,46,6,3,85,1,Florida,Insurance Broker
884,Male,48,45,65,6,122,2,New York,Front Desk Coordinator
885,Female,65,88,3,3,186,8,Missouri,Software Engineer
886,Female,26,126,20,5,90,5,Texas,Loan Officer
887,Female,49,83,93,6,58,7,Texas,Accountant
889,Male,73,110,75,3,80,6,Nevada,Food Technologist
890,Male,71,80,32,6,54,3,Idaho,Project Manager
891,Male,23,109,64,2,57,2,North Carolina,Designer
892,Female,41,87,65,5,53,7,Kentucky,Assistant Buyer
893,Female,68,106,70,6,52,3,South Carolina,Food Technologist
895,Male,51,103,37,6,137,4,Louisiana,Electrician
896,Male,51,117,25,5,109,4,Oregon,Executive Director
900,Male,21,75,59,4,140,6,Michigan,Budget Analyst
901,Female,35,44,28,2,142,5,Illinois,Budget Analyst
902,Male,78,49,33,4,91,4,North Carolina,Chef Manager
903,Male,51,59,11,4,162,2,Illinois,Bellman
904,Female,51,111,77,2,101,4,Kentucky,Loan Officer
905,Male,61,56,87,3,176,9,California,Retail Trainee
906,Male,51,46,92,4,150,1,North Carolina,Treasurer
907,Male,25,69,48,4,155,2,Pennsylvania,Healthcare Specialist
908,Female,59,41,34,6,183,3,Pennsylvania,Operator
909,Male,22,53,81,6,161,4,Nebraska,Health Educator
910,Male,40,122,61,5,128,4,Kentucky,Chef Manager
911,Male,52,112,14,3,127,5,Maryland,Steward
912,Female,60,49,21,4,100,9,New York,Electrician
913,Female,38,124,86,5,122,7,New York,Global Logistics Supervisor
914,Female,54,121,30,6,91,3,Oregon,Lecturer
915,Female,58,105,89,6,135,3,New Jersey,Doctor
918,Male,72,121,38,4,139,6,North Carolina,Loan Officer
919,Male,20,53,45,5,155,6,New York,Steward
920,Female,40,97,79,4,81,6,Texas,Steward
921,Male,40,67,10,3,149,9,Tennessee,Accountant
922,Female,56,128,24,4,151,9,Idaho,HR Specialist
923,Male,54,105,80,4,143,3,California,Auditor
924,Female,54,121,68,3,172,7,California,Investment  Advisor
925,Female,74,115,49,5,189,4,New York,Design Engineer
926,Female,21,129,93,2,79,6,New York,Biologist
927,Male,69,104,13,4,69,7,Arizona,Loan Officer
928,Female,66,63,92,3,89,7,Washington,Dentist
929,Male,68,104,13,6,176,6,Hawaii,Assistant Buyer
930,Male,29,79,68,4,184,2,South Carolina,Loan Officer
931,Female,25,80,69,5,124,8,Texas,Executive Director
932,Female,43,75,13,3,137,2,Texas,Investment  Advisor
933,Male,67,87,75,3,160,3,Idaho,Health Educator
934,Female,18,62,41,3,67,4,Texas,Front Desk Coordinator
